Order_ID,Date,Product,Region,Quantity,Price,Total
ORD-00053,07/11/25,Rcie,East,12,,
ORD-00037,Mar 04 2026,RicE,South,6,6909.34,41456
ORD-00219,29/03/2026,Garr i,West,11,3497.63,38473.93
ORD-00193,2026-01-28 00:00,Yam  ,North,10,1056,20264.00
ORD-00293,21/03/2025,Gari (white),East ,7,3296.36,-
ORD-00154,1/20/2025,Garry,North,20,3650.15,
ORD-00164,10/04/25,Yam,North,5,1377.76,6888.80
ORD-00067,01/26/26,Palm Oil,South,22,-4942,-108724.00
ORD-00305,2025-12-02,Yam ,South,3,,
ORD-00148,2025/01/08,rice,South,16,7182.35,114918
ORD-00131,2025-03-29,Rice ,North,22,ten,
ORD-00119,2025-07-14 00:00,Veg. Oil,West,,4938,
ORD-00288,2025/06/30,Oil ,East,1,4992,-3544.00
ORD-00314,23-Mar-2026,Garri ,South,7,3529.91,"24,709.37"
ORD-00075,12/02/25,Rice (local),South,14,8611.05,120555
ORD-00072,02/24/25,gari,South ,,NULL,
ORD-00095,3/13/2026,RICE,East,7,-7751,-54257
ORD-00167,20.03.2026,Veg. Oil,East,18,3957.32,71232
ORD-00053,2025-09-23 00:00,oil,South,10,3799.53,
ORD-00073,26.08.2025,Vegetable oil,South,,3780.59,
ORD-00045,12/21/25,Yam  ,West,6,1419.21,8515
ORD-00126,2025-04-02,Yam ,South ,1,1497.18,
ORD-00122,22.04.2025,Rice, South,2,,
ORD-00170,2025-02-14,GARRI,South,2,2129,"4,258.00"
ORD-00282,Feb 03 2025,Garr i,South ,21,-2922,-61362
ORD-00219,2025/11/08,Rice-50kg,West,23,?5777,
ORD-00061,13-Jan-2026,Garr i, South,3,2520,
ORD-00175,2025-07-22,Yamms,South,18,1923.53,"34,623.54"
ORD-00290,,Garr i, East,11,3750.19,41252.09
ORD-00158,2025/12/28,Beans ,East,0,5082.90,0.00
ORD-00257,20-Mar-2025,Garri ,North,5,,
ORD-00060,Jan 03 2025,Rcie,North,19,7754,294852
ORD-00140,, Oil,East,19,-3264,-62016.00
ORD-00048,2026-04-08,BEANS,West,23,5010,115230.00
ORD-00102,28/08/2025,Yamm,South,13,1228,15964.00
ORD-00141,29.06.2025,Veg. Oil,West,21,2835,59535.00
ORD-00048,16/07/2025,YAM,South,23,1609.83,37026
ORD-00217,05/02/2025,Gari,North,25,,error
ORD-00150,19.07.2025,Palm Oil,West,19,2680,NaN
ORD-00120,2025-01-28,GARRI,West,14,2952,31196.00
ORD-00344,03/06/25,Yam tuber, South,15,1921.24,28818.60
ORD-00197,01-Jul-2025,Beans , East ,12,3248.94,NaN
ORD-00041,25/09/2025,Rce,East,1,6530,6530
ORD-00149,2025-03-27,Palm Oil,South,24,4202,100848.00
ORD-00347,May 21 25,Vegetable oil,East,16,3106,49696.00
ORD-00254,1/21/2026,beans, East,2,3397,6794.00
ORD-00200,13/32/2025,Yam , North,14,1645,23230.00
ORD-00124,11-Jan-2026,Gari, North ,0,2771/unit,500.00
ORD-00337,03-Apr-2026, Rice (local),West,6,8335,50010
ORD-00142,1/29/2026,Garri ,North,,3699,
ORD-00313,07/21/25,YAM,West ,,1607,
ORD-00014,2025-01-01,Yam,West,3,,
ORD-00247,2025-03-04 00:00, Yam,North,15,1791,26865
ORD-00200,04/04/2026,Yam , South,13,1111,14443.00
ORD-00019,2025-06-23,Bens,West,24,4521,-
ORD-00317,24-Jan-2025,Rice ,North,4,5032.41,
ORD-00045,2/20/2026,Rice-50kg,South,4,5707,"22,828.00"
ORD-00298,01/21/25, beans, North,19,5361.28,101864.32
ORD-00268,8/19/2025,Veg. Oil,North,1,?4037,4037
ORD-00277,17-Sep-2025,Rice ,West,2,7274,-10411.00
ORD-00081,2026-02-07,Yam ,South,4,-1367,-5468.00
ORD-00242,27.10.2025,Yamm,West,7,,
ORD-00057,13.03.2026,GARRI,South,14,3519.69,49275.66
ORD-00127,2025/05/07,Beans,West ,25,4316,107900.00
ORD-00043,2025-10-13,Garry, North,15,3521,52815
ORD-00190,,Garri (yellow),North,20,2947.23,
ORD-00029,2025/09/21,RICE,North,11,free,
ORD-00108,21-Jan-2026,YAM ,East,16,1742.08,58733
ORD-00034,07.04.2025, Rce,South,21,4645.87,97563.27
ORD-00011,30-May-2025,oil,East,22,4381,144773.00
ORD-00148,2026-01-30,beans,South,5,ten,
ORD-00190,05-Apr-2025,Garry,South,,3654.55,
ORD-00333,2025-10-07 00:00,GARRI,South,11,3214.25,-
ORD-00206,13-Nov-2025,Bean,East ,22,-4773,"-105,006.00"
ORD-00310,2025-09-19,YAM,East,18,1135,20430.00
ORD-00218,1/9/2026,Bens, East,3,2958,TBD
ORD-00071,04/13/25,Garri ,West,10,3699,36990.00
ORD-00331,2025-05-06,Rce,West,16,8666,"138,656.00"
ORD-00298,01/30/25, beans, East,3,4342,
ORD-00279,2025/06/15, Gari (white), South,16,2709,90822
ORD-00270,2026-03-10 00:00,yam ,South,12,1185.54,14226.48
ORD-00061,04/24/25,Rice-50kg,West,,7823,
ORD-00263,2025-10-31,Garri ,North,6,,NaN
ORD-00179,06/30/25,Oil ,North,6,4887.10,
ORD-00112,12.03.2026,RicE,West,25,N/A,
ORD-00185,Dec 27 2025,Rice (local),East,14,5777,
ORD-00244,2025/12/14,RicE, North,4,7682,"30,728.00"
ORD-00217,04-Mar-2025,Vegetable oil,West,16,"3,923","62,768.00"
ORD-00119,11/18/25,Yam tuber,West,20,-1143,-22860
ORD-00288,12.09.2025,OIl,North,0,3771,
ORD-00288,Mar 17 2026,Garri ,North,18,3001.42,54025.56
ORD-00316,2025/12/13, Vegetable oil,East,21,-3502,-146334.00
ORD-00332,09/06/2025,Garr i,North,14,2445.25,34233.50
ORD-00251,21-Feb-2025,Garr i,West,3,3489,
ORD-00206,16-Feb-2026, Vegetable oil,North,12,4625,55500.00
ORD-00217,2025-05-09 00:00,rice,South,24,8513.49,204324
ORD-00321,2025-01-31 00:00,Garri ,North,10,3135.80,"31,358.00"
ORD-00053,Feb 13 2026,RICE,North,6,,
ORD-00029,17/03/2026,yam,North,8,1159.13,9273
ORD-00129,12/09/2025,Garr i,South,0,2349,0.00
ORD-00058,2025-06-12 00:00,Beans, East,24,4747.87,113948.88
ORD-00186,08/04/2026,Rice,East,10,5438.88,54389
ORD-00018,21/05/2025,yam,West,23,-1304,-29992.00
ORD-00015,2026-01-26, Rice-50kg,East ,17,7564.81,TBD
ORD-00164,20.08.2025,Vegetable oil, South,13,4993,64909
ORD-00046,25-Aug-2025,YAM,East,,1562.69,
ORD-00115,01-Jan-2026,GARRI,West,10,?3282,48730.00
ORD-00128,09.07.2025,Yam,West,two,1107,
ORD-00344,26-02-15,Yam,North,11,ten,
ORD-00134,2025/03/01,gari,East,9,2900,26100
ORD-00337,22.11.2025,RICE,West,2,6415.42,"12,830.84"
ORD-00076,2025/03/05,beans,South,19,3432,"65,208.00"
ORD-00146,15/12/2025,Gari ,West,1,,
ORD-00292,08-Mar-2025,Rice , West,25,-8206,"-205,150.00"
ORD-00146,11/28/25,Garri ,East,16,2770,"44,320.00"
ORD-00189,11/11/25,Garr i,South,3,2489.08,"7,467.24"
ORD-00280,07-Mar-2026,Rce,West,9,6051.81,
ORD-00237,04/02/25,Garri ,West,6,-2344,-14064
ORD-00010,1/3/2025,Yam,West,23,1706,-58657.00
ORD-00072,2026-03-16,YAM, South,14,"1,071",TBD
ORD-00242,11.01.2025, Yam ,West,20,1762,35240
ORD-00250,2025-04-29,Rce, West,15,,
ORD-00303,13-Aug-2025,Veg. Oil,West,14,4717.71,66048
ORD-00145,20/12/2025,Veg. Oil,West,,2704,-
ORD-00173,09/08/2025,Garri,North,23,3550,
ORD-00235,07/03/2026,RicE ,North ,12,5213,62556.00
ORD-00172,02/24/26,Rice,East,23,7739.22,TBD
ORD-00071,2/15/2026,oil,North,17,-4990,126495
ORD-00329,2025-03-19,oil,East,9,4883,43947
ORD-00317,30.11.2025,Yam, North,24,1907.88,96157.15
ORD-00012,2025-01-15 00:00,YAM ,North,4,1096,7829
ORD-00298,2025-10-17 00:00,Palm Oil, South,25,-3552,-88800.00
ORD-00126,01-Sep-2025,Vegetable oil,East,23,4959.66,"114,072.18"
ORD-00102,08/23/25,Bens ,South,20,ten,
ORD-00126,2025/03/02,rice, West,7,5323,"37,261.00"
ORD-00048,Oct 21 2025,Yamms,South,15,"1,700","25,500.00"
ORD-00320,7/29/2025,Yam ,South,23,1351.13,
ORD-00278,2025-10-23,Oil,South,23,4732,108836.00
ORD-00012,,Garri (yellow) ,North,25,2123,NaN
ORD-00102,Jan 30 2025,Gari, North,8,2857,
ORD-00016,,rice,North,10,6950.84,69508.40
ORD-00087,05-Feb-2026, Yam ,East,,1948,
ORD-00324,2025-04-19 00:00,Rce,North,14,5440.84,76172
ORD-00232,20-May-2025,Veg. Oil,South ,1,4321.58,4321.58
ORD-00333,30/11/2025,Yam ,West,25,1841,"46,025.00"
ORD-00333,Jan 11 2025,Garri ,West ,23,3246/unit,-142600.20
ORD-00088,10-Oct-2025,Palm Oil,North,17,4460.38,
ORD-00348,13/32/2025,YAM,North,14,1317,18438
ORD-00143,,Rcie,South,,"5,606",
ORD-00050,,Garr i,West,,2567.13,
ORD-00049,17.11.2025,RICE,North ,2,5823,11646.00
ORD-00050,11/13/2025,Rice,West,22,7857,172354.00
ORD-00100,04/09/26,Yam , North,21,1785.51,"37,495.71"
ORD-00176,2025/05/30, Beans,North,7,5083.77,35586.39
ORD-00297,2025/10/17,Yamm,West ,8,1504/unit,12032
ORD-00193,4/16/2025,Rce,South,25,6070,227825.00
ORD-00092,2025-04-11,Rice-50kg,North,12,7970.09,95641
ORD-00034,03/02/25,OIl,West,,?4181,
ORD-00168,2025-05-07,Oil,South,20,2820.24,56404.80
ORD-00165,2025/12/31,Yamms,North,8,1436.00,11488.00
ORD-00069,20/01/2026,RICE,West,16,5889,178525.60
ORD-00263,07/10/2025,Rce,East,25,7437.95,185949
ORD-00134,Jan 05 2025,Yam,North,5,1893.83,14203.72
ORD-00237,24/06/2025,yam,North,24,1059.44,19819.92
ORD-00276,2025/06/03,Rice-50kg,East,19,8212,156028.00
ORD-00259,Aug 20 2025,RICE,North ,10,5419.89,54198.90
ORD-00211,07/20/25,Rce,South,23,"7,358",169234.00
ORD-00235,22-May-25,Yam,East,19,-1088,-20672.00
ORD-00153,07/20/25,YAM,South ,2,1283,2566
ORD-00112,11.04.2026, Gari (white) ,East,2,-2801,-5602.00
ORD-00100,25-07-23,Gari, West,15,2215.27,-
ORD-00091,31/05/2025,Rice,East,18,5463.30,98339
ORD-00200,Dec 20 2025,Garri (yellow),East,,,
ORD-00033,23/04/2025, beans,East,18,4018,
ORD-00008,25/07/25,gari,North,16,NULL,
ORD-00292,Mar 29 2025,Garri (yellow),South,11,3740,
ORD-00230,2025-07-15 00:00,Rice,North,20,free,
ORD-00072,2025-11-25,Yam ,East,,1821.99,
ORD-00170,25-Jun-2025,Beans ,South,15,-4659,-69885.00
ORD-00105,06/03/2025,Bens ,West,6,4593.97,27564
ORD-00185,7/23/2025,YAM, West,25,1933.80,"48,345.00"
ORD-00157,Aug 21 2025,Rice-50kg, South,12,6626.39,79516.68
ORD-00302,2/6/2025,Palm Oil,East,23,3866.90,88939
ORD-00018,2026/02/21,Beans,South,6,2973.68,17842.08
ORD-00266,11-Apr-2026,Garri ,West,24,NULL,
ORD-00074,18-May-2025,beans ,North,10,"4,941",49410.00
ORD-00141,19-Aug-2025,Bean,West,0,-4677,
ORD-00013,2025-06-25, RicE,North,,5441,
ORD-00137,06.09.2025,Garr i,East,,2607,
ORD-00072,14/01/2025,Beans ,West,,4681,
ORD-00167,14.12.2025,Rcie,West,24,6176.03,148225
ORD-00017,07.03.2025,Oyl,West,8,3182.75,
ORD-00015,2025/03/24,Garri,North,16,2124.60,33994
ORD-00194,4/12/2026,YAM,North ,19,1963,37297
ORD-00001,2025-06-09,YAM,South,13,1058,13754.00
ORD-00076,Nov 04 2025,RICE,North,21,8051.20,169075.20
ORD-00108,11-Mar-2026,BEANS,East,1,4435.88,4435.88
ORD-00145,25-May-2025,Gari,North,6,3010,18060
ORD-00014,2025/01/05,Beans,South ,6,NULL,
ORD-00077,11/18/2025,Garri ,West,3,3375.47,19990.18
ORD-00048,2025-11-25 00:00,Yamms,South,10,-1607,
ORD-00276,,OIl,North,21,2966.50,"62,296.50"
ORD-00093,2025-01-03 00:00,Palm Oil,East ,17,3397,57749.00
ORD-00112,Apr 09 2026,Gari,East,22,3451,113683.00
ORD-00066,1/9/2026,beans ,East,7,3132.62,"21,928.34"
ORD-00337,2025-11-28 00:00,YAM, South,0,-1584,-0.00
ORD-00116,2025-05-21,RicE,East,two,6024,
ORD-00058,2025/03/29,OIl,West,,"3,928",TBD
ORD-00137,2025/01/28,Yamm,West,23,1909,43907.00
ORD-00047,21/11/2025, Palm Oil,West ,22,3916,86152
