Order_ID,Date,Product,Region,Quantity,Price,Total
ORD-00203,21/05/2025,Rice,East,8,7239.71,57917.68
ORD-00347,21/05/2025,Oil,East,16,3106,49696
ORD-00215,23/05/2025,Oil,East,4,4133.53,16534.12
ORD-00302,23/05/2025,Garri,East,12,3058.78,36705.36
ORD-00206,24/05/2025,Beans,South,24,3348,80352
ORD-00145,25/05/2025,Garri,North,6,3010,18060
ORD-00314,25/05/2025,Rice,South,4,4684,18736
ORD-00176,30/05/2025,Beans,North,7,5083.77,35586.39
ORD-00091,31/05/2025,Rice,East,18,5463.3,98339.4
ORD-00113,01/06/2025,Beans,East,21,5615,117915
ORD-00231,01/06/2025,Oil,North,11,4440.88,48849.68
ORD-00286,02/06/2025,Beans,West,9,3725.66,33530.94
ORD-00276,03/06/2025,Rice,East,19,8212,156028
ORD-00044,06/06/2025,Yam,South,7,1161.76,8132.32
ORD-00001,09/06/2025,Yam,South,13,1058,13754
ORD-00034,09/06/2025,Oil,South,12,4400.45,52805.4
ORD-00082,09/06/2025,Rice,South,9,6305,56745
ORD-00154,12/06/2025,Rice,East,21,8153,171213
ORD-00295,13/06/2025,Oil,North,6,4206,25236
ORD-00303,19/06/2025,Yam,South,20,1725.39,34507.8
ORD-00318,21/06/2025,Beans,North,3,4183.29,12549.87
ORD-00019,23/06/2025,Beans,West,24,4521,108504
ORD-00048,23/06/2025,Oil,North,18,4443,79974
ORD-00105,24/06/2025,Garri,East,4,2446,9784
ORD-00237,24/06/2025,Yam,North,24,1059.44,25426.56
ORD-00147,28/06/2025,Garri,North,25,3153,78825
ORD-00141,29/06/2025,Oil,West,21,2835,59535
ORD-00179,30/06/2025,Oil,North,6,4887.1,29322.6
ORD-00197,01/07/2025,Beans,East,12,3248.94,38987.28
ORD-00017,03/07/2025,Oil,West,8,3182.75,25462
ORD-00151,03/07/2025,Beans,West,5,3573,17865
ORD-00280,06/07/2025,Rice,West,8,8202.96,65623.68
ORD-00016,09/07/2025,Yam,West,7,1482.3,10376.1
ORD-00263,10/07/2025,Rice,East,25,7437.95,185948.75
ORD-00202,11/07/2025,Oil,North,17,3788.76,64408.92
ORD-00053,16/07/2025,Oil,West,1,4776,4776
ORD-00288,17/07/2025,Oil,South,22,3628.14,79819.08
ORD-00150,19/07/2025,Oil,West,19,2680,50920
ORD-00153,20/07/2025,Yam,South,2,1283,2566
ORD-00175,22/07/2025,Yam,South,18,1923.53,34623.54
ORD-00308,26/07/2025,Garri,West,7,2584.56,18091.92
ORD-00320,29/07/2025,Yam,South,23,1351.13,31075.99
ORD-00234,31/07/2025,Garri,West,14,2654.45,37162.3
ORD-00173,04/08/2025,Beans,East,25,5295.46,132386.5
ORD-00346,09/08/2025,Beans,East,13,4193.06,54509.78
ORD-00293,11/08/2025,Oil,West,24,3833,91992
ORD-00140,15/08/2025,Oil,East,10,2772.18,27721.8
ORD-00157,21/08/2025,Rice,South,12,6626.39,79516.68
ORD-00194,22/08/2025,Garri,North,13,2662.66,34614.58
ORD-00282,03/09/2025,Oil,North,18,4590.14,82622.52
ORD-00084,06/09/2025,Garri,North,23,3365.92,77416.16
ORD-00343,06/09/2025,Oil,West,14,3675,51450
ORD-00135,14/09/2025,Oil,South,1,4139,4139
ORD-00065,16/09/2025,Garri,East,21,3361,70581
ORD-00309,18/09/2025,Yam,East,19,1615.43,30693.17
ORD-00310,19/09/2025,Yam,East,18,1135,20430
ORD-00041,25/09/2025,Rice,East,1,6530,6530
ORD-00033,05/10/2025,Rice,South,14,6132,85848
ORD-00064,08/10/2025,Rice,East,4,6711,26844
ORD-00152,11/10/2025,Beans,North,20,4727,94540
ORD-00043,13/10/2025,Garri,North,15,3521,52815
ORD-00297,17/10/2025,Yam,West,8,1504,12032
ORD-00290,18/10/2025,Garri,West,11,3557,39127
ORD-00158,23/10/2025,Rice,South,18,7144,128592
ORD-00168,23/10/2025,Yam,North,8,1259,10072
ORD-00278,23/10/2025,Oil,South,23,4732,108836
ORD-00058,24/10/2025,Yam,South,3,1630,4890
ORD-00127,24/10/2025,Oil,East,10,3789.34,37893.4
ORD-00321,29/10/2025,Garri,South,10,2759,27590
ORD-00345,29/10/2025,Oil,North,17,4589.27,78017.59
ORD-00315,30/10/2025,Rice,West,6,6606.18,39637.08
ORD-00090,09/11/2025,Rice,East,15,7734,116010
ORD-00189,11/11/2025,Garri,South,3,2489.08,7467.24
ORD-00085,12/11/2025,Oil,South,9,5012.42,45111.78
ORD-00050,13/11/2025,Rice,West,22,7857,172854
ORD-00322,13/11/2025,Beans,South,12,3384.05,40608.6
ORD-00049,17/11/2025,Rice,North,2,5823,11646
ORD-00077,18/11/2025,Garri,West,3,3375.47,10126.41
ORD-00296,19/11/2025,Rice,West,17,6157,104669
ORD-00224,22/11/2025,Garri,East,13,3440,44720
ORD-00029,23/11/2025,Garri,North,23,3575,82225
ORD-00047,25/11/2025,Beans,West,5,4993,24965
ORD-00146,28/11/2025,Garri,East,16,2770,44320
ORD-00170,28/11/2025,Beans,North,24,4773,114552
ORD-00344,29/11/2025,Beans,South,2,3565.01,7130.02
ORD-00075,02/12/2025,Rice,South,14,8611.05,120554.7
ORD-00130,04/12/2025,Oil,West,18,4126,74268
ORD-00331,13/12/2025,Rice,South,19,7467,141873
ORD-00244,14/12/2025,Rice,North,4,7682,30728
ORD-00259,17/12/2025,Oil,North,18,4703.98,84671.64
ORD-00164,23/12/2025,Oil,East,2,4049.09,8098.18
ORD-00185,27/12/2025,Rice,East,14,5777,80878
ORD-00032,28/12/2025,Yam,South,22,1802.69,39659.18
ORD-00165,31/12/2025,Yam,North,8,1436,11488
ORD-00180,31/12/2025,Rice,South,14,5330,74620
ORD-00045,01/01/2026,Yam,South,25,1379.91,34497.75
ORD-00040,06/01/2026,Garri,South,22,2699,59378
ORD-00066,09/01/2026,Beans,East,7,3132.62,21928.34
ORD-00218,09/01/2026,Beans,East,3,2958,8874
ORD-00274,09/01/2026,Oil,North,9,2823.49,25411.41
ORD-00061,18/01/2026,Yam,East,9,1400,12600
ORD-00069,20/01/2026,Rice,West,16,5889,94224
ORD-00108,21/01/2026,Yam,East,16,1742.08,27873.28
ORD-00254,21/01/2026,Beans,East,2,3397,6794
ORD-00015,26/01/2026,Rice,East,17,7564.81,128601.77
ORD-00193,28/01/2026,Yam,North,10,1056,10560
ORD-00014,30/01/2026,Rice,East,22,6265.74,137846.28
ORD-00242,30/01/2026,Rice,West,14,6339.61,88754.54
ORD-00057,02/02/2026,Yam,West,8,1750,14000
ORD-00171,05/02/2026,Garri,West,15,2596.38,38945.7
ORD-00336,05/02/2026,Garri,North,15,2530,37950
ORD-00060,16/02/2026,Oil,West,25,3793.36,94834
ORD-00018,21/02/2026,Beans,South,6,2973.68,17842.08
ORD-00204,22/02/2026,Garri,East,13,3312,43056
ORD-00332,23/02/2026,Garri,South,8,3618,28944
ORD-00172,24/02/2026,Rice,East,23,7739.22,178002.06
ORD-00199,24/02/2026,Yam,East,17,1606.94,27317.98
ORD-00210,26/02/2026,Yam,South,2,1860,3720
ORD-00037,04/03/2026,Rice,South,6,6909.34,41456.04
ORD-00200,13/03/2026,Beans,West,13,4917.02,63921.26
ORD-00011,19/03/2026,Rice,East,13,8147,105911
ORD-00167,20/03/2026,Oil,East,18,3957.32,71231.76
ORD-00051,21/03/2026,Garri,North,24,2841,68184
ORD-00273,22/03/2026,Garri,East,19,3228.03,61332.57
ORD-00250,23/03/2026,Garri,West,4,2767.49,11069.96
ORD-00124,26/03/2026,Oil,West,20,3705,74100
ORD-00326,26/03/2026,Garri,North,10,1979.21,19792.1
ORD-00219,29/03/2026,Garri,West,11,3497.63,38473.93
ORD-00337,03/04/2026,Rice,West,6,8335,50010
ORD-00279,07/04/2026,Yam,North,19,1250.08,23751.52
ORD-00052,09/04/2026,Garri,South,22,2529,55638
ORD-00100,09/04/2026,Yam,North,21,1785.51,37495.71
ORD-00350,11/04/2026,Garri,South,4,3634.74,14538.96
ORD-00162,02/07/2026,Yam,South,15,1775,26625
ORD-00186,04/08/2026,Rice,East,10,5438.88,54388.8
ORD-00115,03/10/2026,Garri,North,1,2288,2288
